dev. loss,trainingAcc,devAcc
2470.3638,0.026833481943825233,0.03941735150829191
1234.4031,0.46433348194382523,0.43157324934796515
1009.49915,0.5513542131074454,0.4881649525121795
837.5369,0.629179670084708,0.5268933615471679
710.09863,0.6801995095853768,0.5444613946164066
602.5546,0.73010477039679,0.5613404852123419
511.44797,0.7742699509585377,0.5786132572215934
468.0917,0.7855829246544807,0.5819595492347818
460.2143,0.7778366027641551,0.5695093745386546
