embeddingSize	hiddenSize	trainingAcc	devAcc	testAcc	trainingUAS	trainingLAS	devUAS	devLAS	testUAS	testLAS
50.0	300.0	0.8079982242610336	0.6089991749698547	0.6142412935323384	0.6718894585469551	0.605326997624109	0.5269012728634078	0.43052732912610975	0.5350730688935282	0.4464509394572025
75.0	32.0	0.8030779475417114	0.6038586025258615	0.6121268656716418	0.6729148430661498	0.5983493810178817	0.5336399614932078	0.43063429243769386	0.5394572025052192	0.4395615866388309
75.0	64.0	0.7593355776700825	0.5885638129085485	0.5932213930348259	0.6582218331874453	0.5717394022758534	0.5282917959140015	0.4243234570542304	0.5326722338204593	0.4325678496868476
75.0	128.0	0.8142133106433355	0.6207399885765057	0.6221393034825871	0.6782543453795173	0.6032387145179442	0.5390950903839983	0.4395122472991764	0.5399791231732777	0.4462421711899791
75.0	256.0	0.7931486071547482	0.6036682109538618	0.6100746268656716	0.6632362135800925	0.5980492684756784	0.5205904374799444	0.43020643919135737	0.5322546972860125	0.4462421711899791
75.0	300.0	0.7969960415818874	0.5935139937805419	0.6016169154228855	0.6748780792797299	0.6044641740652745	0.5255107498128142	0.42378864049630977	0.5323590814196242	0.43392484342379956
100.0	32.0	0.49789500943361326	0.43739290474075015	0.4345771144278607	0.6302863573840191	0.4704764286607478	0.5173815381324206	0.34955610225692585	0.5195198329853862	0.3498956158663883
100.0	64.0	0.6967555769301913	0.566986101415244	0.5668532338308457	0.6048768288108041	0.46838814555458297	0.5010161514600492	0.3576853139373195	0.4960334029227557	0.3607515657620042
100.0	128.0	0.7740446154415301	0.5848829091832202	0.589863184079602	0.655670876578717	0.5692759784919345	0.5215531072842016	0.407958070381859	0.5246346555323591	0.4208768267223382
100.0	256.0	0.7721282971403204	0.5912927587738783	0.5944651741293532	0.648805802175816	0.5748405652119545	0.5216600705957857	0.4215424109530431	0.522651356993737	0.4232776617954071
100.0	300.0	0.7609855351263364	0.5855175477565526	0.5898009950248756	0.6365887207702888	0.5621983243716394	0.5116055193068777	0.4143758690769066	0.515553235908142	0.41691022964509394
25.0	32.0	0.8138507639377012	0.6249920670178334	0.6260572139303483	0.6750031261723146	0.6040890333875203	0.5438014760936999	0.44753449566798587	0.5432150313152401	0.44770354906054277
25.0	64.0	0.7963745329436572	0.6186456812845085	0.6210199004975124	0.6655245717143929	0.5920595223208703	0.5383463472029094	0.43961921061076054	0.5450939457202505	0.4473903966597077
25.0	128.0	0.818793237394103	0.6255632417338326	0.6255597014925374	0.6804051519319745	0.6123546329873703	0.5440154027168681	0.4496737618996684	0.5443632567849687	0.45177453027139874
25.0	256.0	0.8108394066072288	0.615980199276512	0.6185323383084577	0.6780792797298987	0.611604351631862	0.5390950903839983	0.4435768531393732	0.5405010438413361	0.44864300626304804
25.0	300.0	0.811830860863453	0.6141397474138478	0.6178482587064676	0.6766662498436914	0.6113292484681756	0.5350304845438014	0.4399401005455129	0.5388308977035491	0.4490605427974948
50.0	32.0	0.7777070770596722	0.5902773370565463	0.5929726368159204	0.6465799674878079	0.5755533324996874	0.5113915926837095	0.4206867044603701	0.5124217118997912	0.4251565762004175
50.0	64.0	0.7940438755502941	0.6065875483911912	0.6064054726368159	0.655670876578717	0.5895960985369514	0.5262594929939031	0.43341533853888115	0.5217118997912318	0.4384133611691023
50.0	128.0	0.7955162591099109	0.6135685726978486	0.6152363184079602	0.6616106039764912	0.5917719144679254	0.5273291261097444	0.4363033479516526	0.5250521920668059	0.43862212943632567
50.0	256.0	0.8145906551736894	0.6092530303991877	0.6118159203980099	0.6814680505189447	0.6179692384644242	0.5378115306449888	0.4429350732698684	0.533089770354906	0.4421711899791232
50.0	300.0	0.8188228330435426	0.6114742654058514	0.6145522388059701	0.6841190446417407	0.6197323996498687	0.5359931543480586	0.4392983206760081	0.5378914405010439	0.44384133611691023
75.0	32.0	0.7613036883578114	0.5904042647712128	0.5895522388059702	0.6500937851694385	0.5677128923346255	0.5266873462402396	0.4218633008877955	0.5234864300626305	0.4162839248434238
75.0	64.0	0.7617032296252451	0.594783270927207	0.5980721393034826	0.6529073402525947	0.5669751156683757	0.5308589153920206	0.4219702641993796	0.5310020876826722	0.42359081419624217
75.0	128.0	0.8205837741851948	0.6083645363965222	0.6129353233830845	0.689270976616231	0.6201950731524322	0.541341319927265	0.43566156808214784	0.5462421711899791	0.44091858037578285
75.0	256.0	0.7954792645481115	0.5998603795138668	0.6011194029850746	0.68060522696011	0.6051019132174565	0.5392020536955824	0.43202481548828753	0.5390396659707725	0.4361169102296451
75.0	300.0	0.7947541711368429	0.6054451989591927	0.6083333333333333	0.6653870201325497	0.5962986119794923	0.5272221627981603	0.42667664990908116	0.5327766179540709	0.4394572025052192
100.0	32.0	0.9215271355110799	0.5999873072285333	0.6019900497512438	0.7506690008753283	0.7045767162686007	0.538774200449246	0.4244304203658145	0.5339248434237995	0.42609603340292274
100.0	64.0	0.7627242795309089	0.5806942945992257	0.5825248756218906	0.6545954733024885	0.551694385394523	0.519413841052519	0.39651299604235746	0.5223382045929019	0.4012526096033403
100.0	128.0	0.8067330102474937	0.6254997778764994	0.6347014925373134	0.6777291484306615	0.5991121670626485	0.5461546689485507	0.43940528398759227	0.5463465553235908	0.4450939457202505
100.0	256.0	0.7843956938330066	0.5952909817858729	0.5979477611940298	0.677979242215831	0.59729898712017	0.5492566049844904	0.43940528398759227	0.5453027139874739	0.4352818371607516
100.0	300.0	0.781835670156487	0.6079202893951895	0.6137437810945273	0.6738151806927598	0.5903713892709767	0.5457268157022142	0.43534067814739547	0.5436325678496868	0.44237995824634657
