loss,trainingAccuracy,validationAccuracy
98.609344,0.16545812552320988,0.16033695703327216
69.98085,5.89532265100869e-6,0.0
59.8397,0.006685295886243854,0.005364958350981223
54.00174,0.10752478983174749,0.09981646195115064
49.17323,0.18150519377925553,0.1755847333992188
45.580357,0.2495313218492448,0.24382323874064663
42.9481,0.2778170799287845,0.2745070356252059
40.671227,0.3389162038838386,0.3372864605393195
38.652664,0.39162038838385627,0.385147536354652
36.77557,0.40735500453939844,0.40143065556026164
34.661453,0.44285663754377275,0.43554990823097556
32.506542,0.4727930859655949,0.46656313238270036
30.387932,0.5095975852758422,0.5045413901830674
28.21176,0.5724358294129438,0.56572073979952
25.873068,0.6208894862815842,0.6125464727751894
23.51055,0.656025609281596,0.6473245799802344
21.36971,0.6893282869371441,0.6784789872464586
19.340273,0.7167945951681935,0.7076097698715234
17.26453,0.7596005329371677,0.7501058873358746
772
4.496466,0.8915909117706012,0.8765118358510989
4.5308137,0.8910780186999635,0.8735469904466092
4.5439405,0.8928407201726151,0.8761824085839334
4.5039673,0.8911723438623795,0.8724645865687797
4.3889575,0.8943617134165753,0.8768883241564309
4.2001424,0.8932887646940917,0.8747235164007718
4.273952,0.892775871623454,0.8773118734999295
4.3210306,0.8947684906794949,0.8767000800037649
4.3006477,0.8961479961798309,0.8799002305990871
4.0528746,0.8955997311732871,0.8756647371641019
4.148045,0.8957353235942603,0.878676643606758
4.206264,0.8966432032825157,0.878676643606758
4.3466105,0.8966137266692606,0.8789590098357569
4.1773863,0.8965194015068445,0.8796649254082545
4.007466,0.8974272811950998,0.8799472916372535
4.07267,0.8957942768207704,0.8789590098357569
4.136044,0.8974626531310058,0.880747329286084
4.14773,0.8968554348979519,0.8784413384159254
3.9900544,0.8972209449023145,0.878488399454092
4.0224533,0.8979814415242946,0.8810767565532496
4.0545406,0.8976984660370462,0.8777824838815944
4.2267284,0.898234940398288,0.8806061461715845
4.2158856,0.8978812210392275,0.880653207209751
3.862481,0.8987949960501338,0.8811708786295825
3.954352,0.8984176954004692,0.879429620217422
4.1456294,0.896873120865905,0.8789119487975905
4.0725455,0.8986535083065096,0.8810767565532496
3.9194264,0.8980403947508047,0.877829544919761
3.9286535,0.8985297065308384,0.880088474751753
3.966548,0.8980168134602007,0.8771236293472634
4.1425815,0.8998384681593624,0.87811191114876
4.1414447,0.8987065662103687,0.879806108522754
3.7511082,0.8990543902467782,0.8807943903242506
3.854186,0.8994199002511407,0.8787237046449244
4.0617433,0.8977868958768114,0.8796649254082545
3.9681282,0.899579073962718,0.8775001176525954
3.7747388,0.8983056842701002,0.8777824838815944
3.8302443,0.8997441429969463,0.8794766812555885
3.8898811,0.8984059047551672,0.8772177514235964
4.076578,0.8998443634820134,0.8783472163395925
3.9495423,0.9006638133305036,0.8795708033319215
3.6326215,0.9001627109051679,0.878488399454092
3.7553015,0.8994847488003018,0.8758059202786014
3.858598,0.8998974213858725,0.8782060332250929
3.8428185,0.9006697086531545,0.8781589721869264
3.516275,0.9001745015504699,0.8761353475457668
3.6624691,0.9003690471979532,0.8763235916984329
3.7961004,0.8999681652576845,0.8796649254082545
3.9293358,0.9012179736596984,0.8761824085839334
3.6823285,0.8991015528279863,0.8734058073321097
3.4250174,0.9012238689823494,0.8737822956374418
3.6063395,0.8989305884711071,0.8743940891336063
3.7650466,0.9022319691556719,0.8776413007670949
3.6826317,0.9006402320398995,0.8740176008282743
3.3205013,0.9016070649546649,0.8698762294696221
3.520646,0.9004692676830203,0.8758529813167678
3.6702087,0.900946788817752,0.8716645489199492
3.632138,0.9004751630056713,0.8732175631794438
3.630379,0.9013771473712756,0.8720880982634477
3.3539069,0.9020669001214436,0.8741117229046073
3.5969715,0.9014302052751347,0.8747705774389383
3.602827,0.9018428778607053,0.8743940891336063
3.567128,0.9021376439932558,0.8748176384771048
3.1297307,0.9019666796363764,0.8756176761259353
3.2867823,0.9020786907667456,0.8752411878206033
3.5598135,0.9020727954440947,0.8751470657442704
3.4284983,0.9016895994717791,0.8744411501717728
3.045557,0.9015952743093629,0.8718998541107816
3.2204726,0.9031870114251352,0.8732646242176102
3.4030566,0.9028450827113768,0.8735469904466092
3.4272366,0.9006402320398995,0.8703939008894537
3.1764376,0.901642436890571,0.8698762294696221
