loss,trainingAccuracy,validationAccuracy
66.45554,0.04070951288945121,0.040709750163195065
23.926945,0.3816177052032263,0.40525784819891997
13.332638,0.7943865649217143,0.802860364370067
9.905388,0.8322641546734145,0.8336201610191284
7.6539373,0.835071366439981,0.8356576266492592
5.80158,0.851459947809584,0.8492868870294542
5.092289,0.8728105725130476,0.8751211599707238
4.933078,0.859738257156413,0.8528672877969655
4.6938505,0.8654465839000475,0.856783969299547
4.3091083,0.8945417523327535,0.8984432180088224
4.0366383,0.9013571485054562,0.8984432180088224
3.6646225,0.9080736991934208,0.9128043835182877
3.4436624,0.9137128340977384,0.91871896821158
3.4365287,0.9093438636723075,0.9102130437362768
3.2677574,0.926612169856081,0.926829268292683
3.0370438,0.9258757709947809,0.926908393171523
3.034171,0.9311936580736992,0.9322691037129349
2.6406415,0.9353105725130476,0.935117599351176
2.5755203,0.9393088723707101,0.9385199691412972
2.5614245,0.943109481258896,0.9412695586809883
2.671257,0.9456300411197216,0.9430696496745989
2.3228283,0.9488227502767673,0.9454433960397998
2.0736673,0.9499347619800728,0.9468676438589203
2.2404158,0.9533647003004903,0.9495776709591913
2.1691303,0.9578473430333703,0.951259074634542
2.0477798,0.9573728847066266,0.9514371056119321
2.1650708,0.9598687331962676,0.9527031036733725
1.9883456,0.9619000079076387,0.9546614444246633
1.6937593,0.9611586667721018,0.9537712895377128
1.8350527,0.962567214929622,0.9546021007655332
1.9055042,0.9651520243555275,0.9556505054101636
1.7328094,0.9629378854973905,0.954186695151623
1.8427166,0.9667483789340503,0.9573516903052243
1.6051488,0.9666297643523644,0.956876941032184
1.6022408,0.967781314249565,0.9583803137301447
1.7089716,0.9669559544520007,0.9570351907898641
1.8546835,0.9661948442195161,0.9529009158704725
1.6242557,0.9693875533765618,0.9590528752002848
1.3557458,0.9699262612683852,0.959250687397385
1.5449821,0.9686017317728927,0.9566197851759539
1.4453142,0.9709147161157679,0.9591122188594149
1.4770821,0.9692985924402974,0.9589737503214448
1.5104121,0.9702672781907322,0.9577868771388444
1.4475713,0.9712063102957457,0.9600814986252052
1.2488574,0.9712359639411672,0.9596265305718751
1.2831697,0.9714237703621699,0.959685874231005
1.4088844,0.9719081132373873,0.959488062033905
1.292849,0.9713446939743793,0.959468280814195
1.3404039,0.9724863593231061,0.9602793108223053
1.2094139,0.9722738415309189,0.9602001859434652
1.2405263,0.9729311640044283,0.9613672779063557
1.4408782,0.9697829353155147,0.9565010978576939
1.4219893,0.9699114344456745,0.9505073882855617
1.3579535,0.9726939348410565,0.9589144066623148
1.0850126,0.9732771232010122,0.9606947164362155
1.2248914,0.9705193341768148,0.9527228848930825
1.156748,0.9722441878854974,0.9599430300872351
1.1925939,0.9733809109599874,0.9601012798449152
1.2261233,0.9714089435394592,0.9574308151840643
1.3157444,0.9717499604618061,0.9536130397800329
1.0514064,0.9727433575834256,0.9597056554507151
1.0845715,0.972891625810533,0.9596660930112951
1.168566,0.9732128736359323,0.9592309061776749
1.0754015,0.9727384153091887,0.9603782169208553
1.0853288,0.9739789261426538,0.9611694657092557
